ImageId,WKT_Pix
AOI_3_Paris_img156,"LINESTRING (309.0 1040.0, 312.0 1045.0, 295.0 1074.0, 268.0 1103.0, 181.0 1212.0, 106.0 1289.0)"
AOI_3_Paris_img156,"LINESTRING (312.0 1045.0, 328.0 1047.0, 391.0 1112.0)"
AOI_3_Paris_img156,"LINESTRING (1297.0 1082.0, 1211.0 1121.0, 1126.0 1167.0, 1076.0 1202.0, 1001.0 1248.0, 990.0 1261.0)"
AOI_3_Paris_img156,"LINESTRING (391.0 1112.0, 380.0 1124.0, 344.0 1146.0, 177.0 1280.0, 163.0 1297.0)"
AOI_3_Paris_img156,"LINESTRING (391.0 1112.0, 396.0 1113.0, 418.0 1147.0, 408.0 1158.0, 321.0 1217.0, 231.0 1287.0, 226.0 1295.0, 216.0 1297.0)"
AOI_3_Paris_img156,"LINESTRING (418.0 1147.0, 422.0 1148.0, 452.0 1182.0, 523.0 1245.0, 577.0 1297.0)"
AOI_3_Paris_img156,"LINESTRING (990.0 1261.0, 970.0 1267.0, 937.0 1284.0, 924.0 1296.0, 918.0 1297.0)"
AOI_3_Paris_img156,"LINESTRING (990.0 1261.0, 1016.0 1297.0)"
AOI_3_Paris_img163,"LINESTRING (2.0 227.0, 225.0 289.0, 380.0 337.0, 510.0 371.0, 644.0 412.0, 700.0 434.0, 952.0 503.0, 1094.0 550.0, 1199.0 580.0, 1297.0 601.0)"
AOI_3_Paris_img164,LINESTRING EMPTY
AOI_3_Paris_img165,"LINESTRING (591.0 2.0, 600.0 10.0, 613.0 15.0, 670.0 21.0, 712.0 19.0, 752.0 5.0)"
AOI_3_Paris_img169,LINESTRING EMPTY
AOI_3_Paris_img171,"LINESTRING (398.0 2.0, 353.0 56.0, 337.0 81.0, 331.0 99.0)"
AOI_3_Paris_img171,"LINESTRING (718.0 2.0, 714.0 5.0, 693.0 71.0, 674.0 109.0, 657.0 127.0, 603.0 163.0, 594.0 176.0)"
AOI_3_Paris_img171,"LINESTRING (5.0 7.0, 11.0 11.0, 84.0 28.0, 299.0 95.0, 331.0 99.0, 335.0 105.0, 359.0 114.0, 534.0 167.0, 543.0 177.0)"
AOI_3_Paris_img171,"LINESTRING (543.0 177.0, 594.0 176.0)"
AOI_3_Paris_img171,"LINESTRING (594.0 176.0, 603.0 188.0, 689.0 224.0, 925.0 296.0, 1156.0 371.0, 1179.0 375.0)"
AOI_3_Paris_img171,"LINESTRING (543.0 177.0, 533.0 190.0, 362.0 276.0, 354.0 287.0)"
AOI_3_Paris_img171,"LINESTRING (2.0 184.0, 17.0 187.0, 309.0 280.0, 314.0 288.0)"
AOI_3_Paris_img171,"LINESTRING (1297.0 192.0, 1296.0 199.0, 1287.0 206.0, 1196.0 336.0, 1184.0 357.0, 1179.0 375.0)"
AOI_3_Paris_img171,"LINESTRING (354.0 287.0, 314.0 288.0)"
AOI_3_Paris_img171,"LINESTRING (354.0 287.0, 360.0 295.0, 519.0 344.0, 605.0 374.0, 692.0 398.0, 802.0 437.0, 1085.0 530.0)"
AOI_3_Paris_img171,"LINESTRING (314.0 288.0, 309.0 299.0, 294.0 309.0, 111.0 399.0, 84.0 405.0)"
AOI_3_Paris_img171,"LINESTRING (1179.0 375.0, 1182.0 385.0)"
AOI_3_Paris_img171,"LINESTRING (2.0 376.0, 68.0 393.0, 77.0 397.0, 84.0 405.0)"
AOI_3_Paris_img171,"LINESTRING (1182.0 385.0, 1202.0 387.0, 1297.0 414.0)"
AOI_3_Paris_img171,"LINESTRING (1182.0 385.0, 1179.0 400.0, 1138.0 469.0, 1106.0 514.0, 1100.0 529.0)"
AOI_3_Paris_img171,"LINESTRING (84.0 405.0, 78.0 417.0, 50.0 431.0, 44.0 442.0, 2.0 451.0)"
AOI_3_Paris_img171,"LINESTRING (44.0 442.0, 55.0 452.0, 111.0 473.0, 271.0 522.0, 461.0 587.0, 773.0 686.0, 930.0 740.0)"
AOI_3_Paris_img171,"LINESTRING (1085.0 530.0, 1100.0 529.0)"
AOI_3_Paris_img171,"LINESTRING (1100.0 529.0, 1230.0 574.0, 1297.0 592.0)"
AOI_3_Paris_img171,"LINESTRING (1085.0 530.0, 1078.0 550.0, 996.0 666.0, 939.0 736.0, 930.0 740.0)"
AOI_3_Paris_img171,"LINESTRING (9.0 548.0, 113.0 583.0, 196.0 617.0, 254.0 633.0, 346.0 665.0, 364.0 674.0, 375.0 684.0, 378.0 701.0, 373.0 712.0, 344.0 747.0, 300.0 787.0, 158.0 881.0, 110.0 917.0, 2.0 988.0)"
AOI_3_Paris_img171,"LINESTRING (930.0 740.0, 925.0 759.0, 911.0 781.0, 726.0 1035.0, 718.0 1055.0)"
AOI_3_Paris_img171,"LINESTRING (518.0 803.0, 460.0 853.0, 367.0 921.0, 358.0 936.0, 335.0 946.0, 225.0 1026.0, 145.0 1091.0, 44.0 1167.0, 40.0 1178.0)"
AOI_3_Paris_img171,"LINESTRING (358.0 936.0, 367.0 944.0, 406.0 961.0, 638.0 1030.0, 703.0 1056.0)"
AOI_3_Paris_img171,"LINESTRING (718.0 1055.0, 703.0 1056.0)"
AOI_3_Paris_img171,"LINESTRING (718.0 1055.0, 1080.0 1172.0, 1297.0 1238.0)"
AOI_3_Paris_img171,"LINESTRING (703.0 1056.0, 696.0 1077.0, 643.0 1155.0, 554.0 1273.0, 542.0 1294.0, 535.0 1297.0, 473.0 1295.0, 465.0 1289.0, 287.0 1248.0, 50.0 1186.0, 40.0 1178.0)"
AOI_3_Paris_img171,"LINESTRING (2.0 1177.0, 40.0 1178.0)"
AOI_3_Paris_img177,"LINESTRING (186.0 2.0, 192.0 12.0, 202.0 77.0, 203.0 112.0)"
AOI_3_Paris_img177,"LINESTRING (372.0 2.0, 381.0 21.0, 396.0 44.0, 398.0 59.0)"
AOI_3_Paris_img177,"LINESTRING (785.0 2.0, 749.0 10.0, 739.0 28.0, 549.0 148.0, 510.0 176.0, 495.0 194.0)"
AOI_3_Paris_img177,"LINESTRING (398.0 59.0, 391.0 70.0, 365.0 86.0, 358.0 98.0)"
AOI_3_Paris_img177,"LINESTRING (2.0 72.0, 43.0 85.0, 50.0 92.0, 74.0 94.0, 139.0 111.0, 172.0 114.0, 203.0 112.0)"
AOI_3_Paris_img177,"LINESTRING (50.0 92.0, 48.0 104.0, 40.0 120.0, 14.0 157.0, 2.0 168.0, 3.0 189.0, 47.0 212.0, 171.0 248.0, 223.0 255.0, 229.0 249.0)"
AOI_3_Paris_img177,"LINESTRING (358.0 98.0, 339.0 102.0, 252.0 145.0, 218.0 153.0)"
AOI_3_Paris_img177,"LINESTRING (358.0 98.0, 368.0 111.0, 433.0 163.0, 465.0 185.0, 495.0 194.0)"
AOI_3_Paris_img177,"LINESTRING (203.0 112.0, 212.0 145.0, 218.0 153.0)"
AOI_3_Paris_img177,"LINESTRING (944.0 148.0, 852.0 206.0, 771.0 243.0, 668.0 302.0, 581.0 362.0)"
AOI_3_Paris_img177,"LINESTRING (944.0 148.0, 959.0 152.0)"
AOI_3_Paris_img177,"LINESTRING (218.0 153.0, 229.0 249.0)"
AOI_3_Paris_img177,"LINESTRING (1095.0 185.0, 1133.0 219.0, 1168.0 266.0, 1189.0 289.0, 1207.0 316.0, 1219.0 347.0, 1222.0 373.0, 1196.0 441.0, 1172.0 489.0, 1160.0 506.0, 1142.0 522.0)"
AOI_3_Paris_img177,"LINESTRING (495.0 194.0, 498.0 216.0, 495.0 227.0, 473.0 248.0, 443.0 270.0, 357.0 321.0, 334.0 322.0)"
AOI_3_Paris_img177,"LINESTRING (229.0 249.0, 246.0 327.0, 257.0 355.0, 257.0 397.0, 259.0 406.0, 266.0 413.0)"
AOI_3_Paris_img177,"LINESTRING (257.0 355.0, 280.0 361.0, 311.0 375.0, 325.0 395.0, 320.0 401.0, 295.0 403.0, 266.0 413.0)"
AOI_3_Paris_img177,"LINESTRING (325.0 395.0, 333.0 397.0, 353.0 394.0, 387.0 399.0, 518.0 440.0, 608.0 450.0, 770.0 458.0, 855.0 471.0, 863.0 478.0)"
AOI_3_Paris_img177,"LINESTRING (333.0 397.0, 367.0 494.0, 406.0 578.0, 431.0 607.0, 508.0 666.0, 534.0 675.0, 738.0 690.0, 774.0 690.0, 785.0 686.0, 799.0 662.0, 838.0 569.0, 857.0 513.0, 863.0 478.0)"
AOI_3_Paris_img177,"LINESTRING (266.0 413.0, 266.0 419.0, 248.0 434.0, 225.0 468.0, 130.0 577.0, 108.0 605.0, 102.0 619.0)"
AOI_3_Paris_img177,"LINESTRING (266.0 419.0, 277.0 431.0, 290.0 479.0, 324.0 565.0, 347.0 607.0, 360.0 624.0, 392.0 654.0, 444.0 691.0, 580.0 777.0, 680.0 847.0, 703.0 857.0)"
AOI_3_Paris_img177,"LINESTRING (863.0 478.0, 900.0 479.0, 1142.0 522.0, 1138.0 551.0, 1109.0 633.0, 1104.0 661.0)"
AOI_3_Paris_img177,"LINESTRING (2.0 592.0, 76.0 616.0, 102.0 619.0, 112.0 631.0, 273.0 704.0, 430.0 790.0, 619.0 920.0, 719.0 995.0, 828.0 1085.0, 848.0 1094.0)"
AOI_3_Paris_img177,"LINESTRING (1104.0 661.0, 1112.0 668.0, 1264.0 708.0, 1297.0 713.0)"
AOI_3_Paris_img177,"LINESTRING (1054.0 809.0, 1025.0 809.0, 1018.0 812.0, 1014.0 818.0, 1000.0 859.0, 989.0 916.0, 972.0 962.0, 952.0 1003.0, 912.0 1051.0)"
AOI_3_Paris_img177,"LINESTRING (703.0 857.0, 812.0 963.0, 817.0 972.0, 896.0 1052.0)"
AOI_3_Paris_img177,"LINESTRING (912.0 1051.0, 896.0 1052.0)"
AOI_3_Paris_img177,"LINESTRING (912.0 1051.0, 932.0 1066.0)"
AOI_3_Paris_img177,"LINESTRING (896.0 1052.0, 887.0 1068.0, 848.0 1094.0, 855.0 1112.0, 897.0 1163.0, 900.0 1173.0)"
AOI_3_Paris_img177,"LINESTRING (1017.0 1142.0, 1062.0 1177.0)"
AOI_3_Paris_img177,"LINESTRING (900.0 1173.0, 883.0 1184.0, 757.0 1184.0, 642.0 1202.0, 561.0 1224.0, 398.0 1276.0, 344.0 1289.0, 335.0 1296.0, 319.0 1297.0)"
AOI_3_Paris_img177,"LINESTRING (900.0 1173.0, 925.0 1195.0, 972.0 1254.0, 997.0 1293.0, 1005.0 1297.0)"
AOI_3_Paris_img177,"LINESTRING (883.0 1217.0, 883.0 1230.0, 892.0 1259.0)"
AOI_3_Paris_img178,"LINESTRING (474.0 2.0, 459.0 11.0, 362.0 55.0, 352.0 64.0)"
AOI_3_Paris_img178,"LINESTRING (840.0 2.0, 844.0 10.0, 901.0 76.0)"
AOI_3_Paris_img178,"LINESTRING (42.0 28.0, 133.0 137.0, 155.0 159.0, 163.0 162.0, 181.0 156.0, 231.0 119.0, 263.0 100.0, 334.0 67.0, 352.0 64.0, 367.0 91.0, 424.0 156.0, 433.0 171.0)"
AOI_3_Paris_img178,"LINESTRING (1297.0 67.0, 1197.0 150.0, 964.0 331.0, 956.0 344.0)"
AOI_3_Paris_img178,"LINESTRING (123.0 322.0, 60.0 375.0, 2.0 432.0)"
AOI_3_Paris_img178,"LINESTRING (956.0 344.0, 932.0 352.0, 718.0 466.0, 472.0 591.0, 241.0 726.0, 227.0 738.0)"
AOI_3_Paris_img178,"LINESTRING (956.0 344.0, 987.0 377.0, 1132.0 506.0, 1188.0 562.0, 1192.0 574.0, 1155.0 615.0, 1093.0 670.0, 1031.0 711.0, 1008.0 717.0)"
AOI_3_Paris_img178,"LINESTRING (1192.0 574.0, 1215.0 585.0, 1297.0 661.0)"
AOI_3_Paris_img178,"LINESTRING (913.0 618.0, 988.0 692.0, 1008.0 717.0)"
AOI_3_Paris_img178,"LINESTRING (168.0 688.0, 223.0 738.0)"
AOI_3_Paris_img178,"LINESTRING (1008.0 717.0, 1005.0 726.0, 987.0 740.0, 880.0 802.0, 849.0 814.0)"
AOI_3_Paris_img178,"LINESTRING (759.0 734.0, 822.0 801.0, 849.0 814.0)"
AOI_3_Paris_img178,"LINESTRING (223.0 738.0, 86.0 811.0, 47.0 836.0, 3.0 856.0, 4.0 908.0, 15.0 922.0, 50.0 992.0, 60.0 1000.0)"
AOI_3_Paris_img178,"LINESTRING (223.0 738.0, 227.0 738.0, 239.0 752.0, 338.0 828.0, 353.0 843.0, 358.0 856.0)"
AOI_3_Paris_img178,"LINESTRING (849.0 814.0, 841.0 844.0, 841.0 857.0, 846.0 871.0, 865.0 888.0, 897.0 904.0)"
AOI_3_Paris_img178,"LINESTRING (1297.0 855.0, 1163.0 931.0, 1155.0 942.0)"
AOI_3_Paris_img178,"LINESTRING (358.0 856.0, 350.0 866.0, 316.0 888.0, 211.0 938.0, 205.0 944.0)"
AOI_3_Paris_img178,"LINESTRING (358.0 856.0, 385.0 867.0, 443.0 913.0, 459.0 931.0, 481.0 978.0, 513.0 1007.0, 601.0 1075.0, 634.0 1106.0, 638.0 1117.0, 635.0 1126.0, 597.0 1157.0, 587.0 1171.0)"
AOI_3_Paris_img178,"LINESTRING (1155.0 942.0, 1131.0 949.0, 1073.0 984.0, 1012.0 1016.0, 955.0 1052.0, 943.0 1069.0, 948.0 1086.0)"
AOI_3_Paris_img178,"LINESTRING (1155.0 942.0, 1162.0 952.0, 1267.0 1033.0, 1297.0 1051.0)"
AOI_3_Paris_img178,"LINESTRING (205.0 944.0, 172.0 951.0, 60.0 1000.0)"
AOI_3_Paris_img178,"LINESTRING (205.0 944.0, 209.0 958.0, 244.0 1029.0, 291.0 1137.0, 322.0 1201.0, 329.0 1206.0)"
AOI_3_Paris_img178,"LINESTRING (60.0 1000.0, 66.0 1023.0, 130.0 1156.0, 171.0 1266.0, 176.0 1293.0, 182.0 1297.0)"
AOI_3_Paris_img178,"LINESTRING (463.0 1148.0, 391.0 1183.0, 329.0 1206.0)"
AOI_3_Paris_img178,"LINESTRING (587.0 1171.0, 594.0 1184.0, 609.0 1199.0, 690.0 1266.0, 718.0 1296.0, 724.0 1297.0)"
AOI_3_Paris_img178,"LINESTRING (329.0 1206.0, 333.0 1228.0, 370.0 1297.0)"
AOI_3_Paris_img186,"LINESTRING (22.0 617.0, 140.0 648.0, 437.0 742.0, 508.0 760.0, 559.0 778.0, 676.0 805.0, 882.0 867.0, 1008.0 899.0, 1114.0 932.0, 1182.0 949.0)"
AOI_3_Paris_img186,"LINESTRING (424.0 943.0, 298.0 1061.0, 225.0 1140.0, 111.0 1251.0, 56.0 1297.0)"
AOI_3_Paris_img186,"LINESTRING (1220.0 963.0, 1281.0 979.0)"
AOI_3_Paris_img186,"LINESTRING (1182.0 949.0, 1220.0 963.0)"
AOI_3_Paris_img2,LINESTRING EMPTY
AOI_3_Paris_img201,"LINESTRING (319.0 2.0, 189.0 83.0)"
AOI_3_Paris_img201,"LINESTRING (1018.0 2.0, 1025.0 5.0, 1093.0 78.0, 1217.0 202.0, 1230.0 207.0)"
AOI_3_Paris_img201,"LINESTRING (2.0 65.0, 45.0 32.0, 71.0 7.0, 83.0 6.0, 169.0 76.0, 189.0 83.0, 195.0 97.0, 247.0 148.0, 251.0 161.0, 229.0 179.0, 88.0 264.0)"
AOI_3_Paris_img201,"LINESTRING (251.0 161.0, 264.0 166.0, 329.0 229.0, 487.0 397.0, 534.0 450.0, 538.0 473.0)"
AOI_3_Paris_img201,"LINESTRING (1297.0 177.0, 1259.0 190.0, 1230.0 207.0, 1237.0 224.0, 1277.0 269.0, 1281.0 283.0, 928.0 448.0, 607.0 602.0)"
AOI_3_Paris_img201,"LINESTRING (1281.0 283.0, 1293.0 285.0, 1297.0 293.0)"
AOI_3_Paris_img201,"LINESTRING (137.0 467.0, 226.0 539.0, 290.0 582.0, 305.0 581.0, 332.0 570.0, 491.0 487.0, 516.0 478.0, 538.0 473.0, 549.0 528.0, 557.0 551.0, 577.0 583.0, 591.0 597.0, 607.0 602.0)"
AOI_3_Paris_img201,"LINESTRING (1297.0 520.0, 1203.0 553.0, 1050.0 615.0, 946.0 662.0, 756.0 736.0)"
AOI_3_Paris_img201,"LINESTRING (607.0 602.0, 613.0 618.0, 681.0 679.0, 742.0 730.0, 756.0 736.0)"
AOI_3_Paris_img201,"LINESTRING (2.0 662.0, 116.0 770.0, 120.0 781.0)"
AOI_3_Paris_img201,"LINESTRING (756.0 736.0, 761.0 751.0, 785.0 787.0, 791.0 808.0, 791.0 829.0, 779.0 913.0, 781.0 948.0)"
AOI_3_Paris_img201,"LINESTRING (1297.0 742.0, 1207.0 779.0, 1194.0 790.0)"
AOI_3_Paris_img201,"LINESTRING (120.0 781.0, 58.0 820.0, 2.0 848.0)"
AOI_3_Paris_img201,"LINESTRING (120.0 781.0, 132.0 785.0, 238.0 886.0, 258.0 910.0, 282.0 947.0)"
AOI_3_Paris_img201,"LINESTRING (1194.0 790.0, 1160.0 799.0, 969.0 875.0, 834.0 933.0, 804.0 944.0, 781.0 948.0)"
AOI_3_Paris_img201,"LINESTRING (1194.0 790.0, 1199.0 801.0, 1295.0 905.0, 1295.0 932.0, 1247.0 976.0, 1197.0 1008.0, 1071.0 1062.0, 945.0 1111.0, 927.0 1121.0)"
AOI_3_Paris_img201,"LINESTRING (480.0 871.0, 457.0 873.0, 442.0 878.0, 317.0 938.0, 282.0 947.0, 287.0 1030.0, 298.0 1063.0, 330.0 1103.0, 410.0 1187.0, 417.0 1203.0)"
AOI_3_Paris_img201,"LINESTRING (781.0 948.0, 784.0 984.0, 796.0 1008.0, 844.0 1061.0, 894.0 1104.0, 898.0 1113.0, 879.0 1128.0)"
AOI_3_Paris_img201,"LINESTRING (898.0 1113.0, 927.0 1121.0, 932.0 1134.0, 1018.0 1200.0, 1029.0 1214.0)"
AOI_3_Paris_img201,"LINESTRING (1297.0 1197.0, 1146.0 1263.0, 1131.0 1273.0)"
AOI_3_Paris_img201,"LINESTRING (417.0 1203.0, 402.0 1218.0, 365.0 1244.0, 272.0 1297.0)"
AOI_3_Paris_img201,"LINESTRING (417.0 1203.0, 437.0 1212.0, 510.0 1281.0, 521.0 1296.0, 526.0 1297.0)"
AOI_3_Paris_img201,"LINESTRING (1029.0 1214.0, 1023.0 1224.0, 1013.0 1232.0, 919.0 1285.0, 905.0 1297.0)"
AOI_3_Paris_img201,"LINESTRING (1029.0 1214.0, 1045.0 1220.0, 1109.0 1266.0, 1131.0 1273.0, 1140.0 1293.0, 1151.0 1297.0)"
AOI_3_Paris_img202,"LINESTRING (612.0 2.0, 650.0 33.0, 667.0 54.0)"
AOI_3_Paris_img202,"LINESTRING (1155.0 2.0, 1297.0 77.0)"
AOI_3_Paris_img202,"LINESTRING (667.0 54.0, 686.0 65.0, 732.0 111.0, 785.0 173.0, 877.0 290.0, 918.0 326.0, 962.0 350.0, 1297.0 495.0)"
AOI_3_Paris_img202,"LINESTRING (280.0 94.0, 258.0 122.0, 208.0 210.0, 122.0 346.0, 113.0 354.0)"
AOI_3_Paris_img202,"LINESTRING (2.0 262.0, 5.0 270.0, 90.0 346.0, 113.0 354.0)"
AOI_3_Paris_img202,"LINESTRING (347.0 304.0, 297.0 398.0, 270.0 428.0, 234.0 458.0)"
AOI_3_Paris_img202,"LINESTRING (113.0 354.0, 122.0 375.0, 147.0 383.0, 184.0 421.0, 190.0 439.0)"
AOI_3_Paris_img202,"LINESTRING (122.0 375.0, 127.0 402.0, 141.0 441.0)"
AOI_3_Paris_img202,"LINESTRING (190.0 439.0, 141.0 441.0)"
AOI_3_Paris_img202,"LINESTRING (190.0 439.0, 217.0 453.0, 234.0 458.0)"
AOI_3_Paris_img202,"LINESTRING (141.0 441.0, 133.0 453.0, 112.0 467.0, 101.0 482.0)"
AOI_3_Paris_img202,"LINESTRING (234.0 458.0, 248.0 498.0)"
AOI_3_Paris_img202,"LINESTRING (101.0 482.0, 74.0 485.0, 24.0 502.0, 2.0 507.0)"
AOI_3_Paris_img202,"LINESTRING (101.0 482.0, 113.0 529.0)"
AOI_3_Paris_img202,"LINESTRING (248.0 498.0, 240.0 524.0)"
AOI_3_Paris_img202,"LINESTRING (248.0 498.0, 332.0 507.0, 407.0 520.0, 716.0 594.0, 778.0 611.0, 1130.0 732.0, 1297.0 775.0)"
AOI_3_Paris_img202,"LINESTRING (240.0 524.0, 203.0 537.0)"
AOI_3_Paris_img202,"LINESTRING (240.0 524.0, 250.0 534.0, 290.0 555.0, 342.0 597.0, 502.0 770.0, 630.0 897.0, 697.0 968.0, 703.0 985.0)"
AOI_3_Paris_img202,"LINESTRING (113.0 529.0, 101.0 538.0, 22.0 554.0, 2.0 556.0)"
AOI_3_Paris_img202,"LINESTRING (113.0 529.0, 160.0 537.0, 203.0 537.0, 213.0 551.0, 239.0 562.0)"
AOI_3_Paris_img202,"LINESTRING (1111.0 751.0, 1096.0 765.0, 1103.0 782.0, 1193.0 878.0, 1276.0 949.0, 1297.0 961.0)"
AOI_3_Paris_img202,"LINESTRING (703.0 985.0, 655.0 1014.0, 393.0 1136.0, 107.0 1289.0, 101.0 1295.0, 59.0 1296.0, 2.0 1257.0)"
AOI_3_Paris_img202,"LINESTRING (703.0 985.0, 719.0 992.0, 843.0 1118.0, 882.0 1154.0, 900.0 1161.0)"
AOI_3_Paris_img202,"LINESTRING (1098.0 1077.0, 1011.0 1107.0, 918.0 1149.0, 900.0 1161.0, 906.0 1178.0, 949.0 1229.0, 1002.0 1284.0, 1007.0 1294.0, 1017.0 1297.0)"
AOI_3_Paris_img202,"LINESTRING (584.0 1281.0, 481.0 1243.0, 451.0 1239.0, 430.0 1244.0, 410.0 1253.0, 336.0 1297.0)"
AOI_3_Paris_img207,"LINESTRING (550.0 2.0, 410.0 138.0, 291.0 246.0, 278.0 262.0)"
AOI_3_Paris_img207,"LINESTRING (834.0 2.0, 829.0 5.0, 828.0 11.0, 818.0 25.0, 774.0 69.0, 607.0 226.0, 537.0 280.0, 446.0 339.0, 440.0 347.0)"
AOI_3_Paris_img207,"LINESTRING (1223.0 2.0, 1256.0 36.0, 1297.0 72.0)"
AOI_3_Paris_img207,"LINESTRING (2.0 116.0, 148.0 185.0, 263.0 262.0, 253.0 283.0, 17.0 513.0, 4.0 521.0, 2.0 528.0)"
AOI_3_Paris_img207,"LINESTRING (263.0 262.0, 278.0 262.0, 308.0 284.0, 417.0 342.0, 440.0 347.0, 450.0 362.0, 574.0 432.0, 663.0 488.0, 787.0 558.0, 845.0 595.0, 1081.0 725.0, 1297.0 850.0)"
AOI_3_Paris_img207,"LINESTRING (1297.0 485.0, 1212.0 499.0, 1016.0 520.0, 835.0 531.0, 800.0 541.0)"
AOI_3_Paris_img209,"LINESTRING (2.0 100.0, 72.0 117.0, 108.0 132.0, 197.0 140.0)"
AOI_3_Paris_img209,"LINESTRING (108.0 132.0, 122.0 194.0)"
AOI_3_Paris_img209,"LINESTRING (46.0 1003.0, 106.0 1019.0, 152.0 1037.0, 179.0 1042.0)"
AOI_3_Paris_img209,"LINESTRING (205.0 1074.0, 277.0 1073.0, 313.0 1080.0, 523.0 1142.0, 664.0 1174.0, 789.0 1211.0, 857.0 1226.0, 908.0 1242.0, 978.0 1254.0)"
AOI_3_Paris_img210,LINESTRING EMPTY
AOI_3_Paris_img22,"LINESTRING (2.0 1249.0, 52.0 1285.0, 61.0 1295.0, 76.0 1297.0)"
AOI_3_Paris_img230,"LINESTRING (2.0 75.0, 48.0 115.0, 124.0 162.0, 171.0 195.0, 203.0 227.0, 213.0 251.0, 214.0 279.0, 211.0 294.0, 190.0 333.0, 164.0 362.0, 70.0 443.0, 58.0 469.0, 39.0 478.0, 2.0 485.0)"
AOI_3_Paris_img230,"LINESTRING (58.0 469.0, 107.0 472.0, 172.0 457.0, 222.0 450.0, 309.0 448.0, 439.0 458.0, 503.0 466.0, 662.0 497.0, 774.0 512.0, 896.0 533.0, 989.0 540.0, 1176.0 542.0, 1297.0 552.0)"
AOI_3_Paris_img230,"LINESTRING (2.0 853.0, 433.0 1093.0, 764.0 1289.0, 769.0 1296.0, 778.0 1297.0)"
AOI_3_Paris_img231,"LINESTRING (597.0 5.0, 615.0 2.0, 639.0 3.0, 644.0 9.0, 725.0 41.0, 816.0 72.0, 991.0 125.0, 1228.0 215.0, 1297.0 236.0)"
AOI_3_Paris_img231,"LINESTRING (597.0 5.0, 591.0 17.0, 515.0 92.0, 205.0 386.0, 11.0 576.0, 4.0 579.0, 2.0 585.0)"
AOI_3_Paris_img240,"LINESTRING (56.0 2.0, 49.0 6.0, 48.0 14.0, 30.0 45.0, 13.0 61.0)"
AOI_3_Paris_img240,"LINESTRING (475.0 2.0, 324.0 247.0)"
AOI_3_Paris_img240,"LINESTRING (843.0 2.0, 760.0 123.0, 730.0 181.0, 693.0 238.0)"
AOI_3_Paris_img240,"LINESTRING (940.0 2.0, 946.0 4.0, 995.0 68.0, 1043.0 140.0, 1073.0 192.0, 1119.0 289.0, 1193.0 468.0, 1240.0 624.0, 1271.0 747.0, 1282.0 815.0, 1289.0 825.0, 1294.0 872.0, 1294.0 906.0, 1274.0 923.0, 1270.0 933.0)"
AOI_3_Paris_img240,"LINESTRING (13.0 61.0, 11.0 87.0)"
AOI_3_Paris_img240,"LINESTRING (2.0 504.0, 208.0 572.0, 225.0 583.0, 269.0 593.0, 457.0 658.0, 502.0 679.0, 625.0 751.0, 669.0 770.0, 932.0 844.0, 1068.0 879.0, 1180.0 914.0, 1236.0 929.0, 1270.0 933.0)"
AOI_3_Paris_img240,"LINESTRING (225.0 583.0, 219.0 599.0, 180.0 657.0, 110.0 811.0, 11.0 1005.0, 5.0 1010.0, 2.0 1051.0, 210.0 1112.0, 278.0 1128.0, 365.0 1154.0, 611.0 1219.0, 859.0 1293.0, 863.0 1297.0)"
AOI_3_Paris_img240,"LINESTRING (1270.0 933.0, 1277.0 941.0, 1297.0 946.0)"
AOI_3_Paris_img240,"LINESTRING (1294.0 1142.0, 1281.0 1153.0, 1221.0 1229.0, 1184.0 1282.0, 1180.0 1294.0, 1171.0 1297.0)"
AOI_3_Paris_img247,"LINESTRING (527.0 15.0, 513.0 21.0, 354.0 197.0, 332.0 224.0, 326.0 241.0)"
AOI_3_Paris_img247,"LINESTRING (527.0 15.0, 548.0 29.0, 593.0 46.0, 899.0 145.0, 1129.0 215.0, 1222.0 252.0, 1240.0 256.0)"
AOI_3_Paris_img247,"LINESTRING (2.0 18.0, 69.0 116.0, 75.0 137.0, 74.0 147.0, 67.0 159.0, 12.0 209.0, 2.0 215.0)"
AOI_3_Paris_img247,"LINESTRING (1297.0 58.0, 1293.0 93.0, 1287.0 101.0, 1247.0 248.0, 1240.0 256.0)"
AOI_3_Paris_img247,"LINESTRING (326.0 241.0, 309.0 248.0, 224.0 333.0, 91.0 424.0)"
AOI_3_Paris_img247,"LINESTRING (326.0 241.0, 344.0 256.0, 380.0 273.0, 752.0 405.0, 796.0 424.0, 859.0 457.0)"
AOI_3_Paris_img247,"LINESTRING (1240.0 256.0, 1235.0 284.0, 1208.0 349.0, 1124.0 503.0, 1055.0 622.0, 991.0 747.0, 962.0 798.0, 952.0 806.0)"
AOI_3_Paris_img247,"LINESTRING (2.0 337.0, 4.0 345.0, 17.0 355.0, 81.0 423.0, 65.0 438.0, 2.0 476.0)"
AOI_3_Paris_img247,"LINESTRING (81.0 423.0, 91.0 424.0, 102.0 440.0, 280.0 613.0, 332.0 658.0, 375.0 702.0, 391.0 710.0)"
AOI_3_Paris_img247,"LINESTRING (546.0 628.0, 424.0 684.0)"
AOI_3_Paris_img247,"LINESTRING (408.0 696.0, 391.0 710.0, 397.0 722.0, 456.0 781.0, 549.0 862.0, 558.0 883.0)"
AOI_3_Paris_img247,"LINESTRING (803.0 761.0, 876.0 779.0, 952.0 806.0, 944.0 832.0, 858.0 984.0, 817.0 1043.0, 778.0 1082.0)"
